id,date,slug,status,url,backlink_rows,ref_domains,gsc_clicks,gsc_impressions,decision,reason
333777,2025-04-23T02:51:55,musk-reduces-focus-government-efficiency,publish,https://coincu.com/musk-reduces-focus-government-efficiency,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333713,2025-04-23T02:00:00,april-2025s-top-5-cryptos-unlocking-10000-growth-opportunities,publish,https://coincu.com/april-2025s-top-5-cryptos-unlocking-10000-growth-opportunities,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333773,2025-04-23T01:52:01,elon-musk-doge-focus-tesla,publish,https://coincu.com/elon-musk-doge-focus-tesla,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333770,2025-04-23T01:21:45,galaxy-digital-crypto-asset-shift,publish,https://coincu.com/galaxy-digital-crypto-asset-shift,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333767,2025-04-23T00:52:24,trump-tariff-reduction-china-trade,publish,https://coincu.com/trump-tariff-reduction-china-trade,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333765,2025-04-23T00:21:42,zora-token-u-s-china-tariff,publish,https://coincu.com/zora-token-u-s-china-tariff,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333761,2025-04-22T23:51:42,cantor-fitzgerald-bitcoin-acquisition-platform,publish,https://coincu.com/cantor-fitzgerald-bitcoin-acquisition-platform,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333758,2025-04-22T23:21:58,paul-atkins-sec-optimism-bitcoin,publish,https://coincu.com/paul-atkins-sec-optimism-bitcoin,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333719,2025-04-22T23:00:00,6-best-cryptos-to-invest-in-right-now-unstaked-tops-aprils-heat-index,publish,https://coincu.com/6-best-cryptos-to-invest-in-right-now-unstaked-tops-aprils-heat-index,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333715,2025-04-22T23:00:00,next-big-crypto-in-2025-ethereum-solana-pepe-and-cold-wallet-insights,publish,https://coincu.com/next-big-crypto-in-2025-ethereum-solana-pepe-and-cold-wallet-insights,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333753,2025-04-22T22:51:17,bankex-sues-matter-labs-plasma-tech,publish,https://coincu.com/bankex-sues-matter-labs-plasma-tech,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333750,2025-04-22T22:21:53,elon-musk-resignation-government-role,publish,https://coincu.com/elon-musk-resignation-government-role,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333747,2025-04-22T21:51:22,metaplanet-triples-bitcoin-holdings-plan,publish,https://coincu.com/metaplanet-triples-bitcoin-holdings-plan,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333744,2025-04-22T21:22:17,arch-labs-bitcoin-smart-contracts,publish,https://coincu.com/arch-labs-bitcoin-smart-contracts,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333740,2025-04-22T20:21:16,imf-forecast-2025-rate-cuts,publish,https://coincu.com/imf-forecast-2025-rate-cuts,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333736,2025-04-22T19:51:40,bitcoin-surges-us-japan-india-trade-talks,publish,https://coincu.com/bitcoin-surges-us-japan-india-trade-talks,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333734,2025-04-22T19:21:23,yellen-us-china-trade-talks,publish,https://coincu.com/yellen-us-china-trade-talks,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333731,2025-04-22T18:51:40,bitcoin-surges-us-china-trade-talks,publish,https://coincu.com/bitcoin-surges-us-china-trade-talks,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333729,2025-04-22T18:21:14,truthfi-etfs-launch-crypto,publish,https://coincu.com/truthfi-etfs-launch-crypto,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333727,2025-04-22T17:51:28,trump-fed-critique-currency,publish,https://coincu.com/trump-fed-critique-currency,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333721,2025-04-22T17:20:38,imf-us-recession-risk-2025,publish,https://coincu.com/imf-us-recession-risk-2025,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333707,2025-04-22T16:51:33,crypto-stocks-us-market-surge,publish,https://coincu.com/crypto-stocks-us-market-surge,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333703,2025-04-22T16:43:56,paydify-launches-to-enable-businesses-worldwide-to-accept-crypto-payments,publish,https://coincu.com/paydify-launches-to-enable-businesses-worldwide-to-accept-crypto-payments,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333700,2025-04-22T16:21:43,defi-corp-solana-acquisition-rebranding,publish,https://coincu.com/defi-corp-solana-acquisition-rebranding,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333695,2025-04-22T15:51:58,bankex-sues-matter-labs-ethereum,publish,https://coincu.com/bankex-sues-matter-labs-ethereum,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333692,2025-04-22T15:21:05,paul-atkins-sec-chair-crypto,publish,https://coincu.com/paul-atkins-sec-chair-crypto,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333685,2025-04-22T14:31:54,bingx-marks-7-years-with-grand-celebrations-at-token2049-dubai,publish,https://coincu.com/bingx-marks-7-years-with-grand-celebrations-at-token2049-dubai,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333684,2025-04-22T14:18:40,bernstein-bitcoin-growth-catalysts,publish,https://coincu.com/bernstein-bitcoin-growth-catalysts,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333681,2025-04-22T13:54:44,bitcoin-seoul-2025,publish,https://coincu.com/bitcoin-seoul-2025,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333679,2025-04-22T13:47:44,imf-global-growth-forecast-2025,publish,https://coincu.com/imf-global-growth-forecast-2025,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333676,2025-04-22T13:24:44,mining-disrupt-conference-expo-2025-texas,publish,https://coincu.com/mining-disrupt-conference-expo-2025-texas,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333674,2025-04-22T12:54:43,bitcoin-for-corporations-2025,publish,https://coincu.com/bitcoin-for-corporations-2025,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333672,2025-04-22T12:48:13,goldman-sachs-us-trade-policy,publish,https://coincu.com/goldman-sachs-us-trade-policy,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333669,2025-04-22T12:24:55,crypto-fest-2025,publish,https://coincu.com/crypto-fest-2025,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333667,2025-04-22T12:18:50,immutable-multi-billion-collaboration-announcement,publish,https://coincu.com/immutable-multi-billion-collaboration-announcement,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333664,2025-04-22T11:54:43,blockchain-africa-conference-2025,publish,https://coincu.com/blockchain-africa-conference-2025,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333661,2025-04-22T11:24:42,solana-breakpoint-2025-abu-dhabi,publish,https://coincu.com/solana-breakpoint-2025-abu-dhabi,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333659,2025-04-22T11:18:29,blackrock-bitcoin-etf-surpasses-satoshis-holdings,publish,https://coincu.com/blackrock-bitcoin-etf-surpasses-satoshis-holdings,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333656,2025-04-22T10:54:41,non-fungible-conference-2025,publish,https://coincu.com/non-fungible-conference-2025,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333654,2025-04-22T10:47:46,binance-alpha-lists-new-tokens,publish,https://coincu.com/binance-alpha-lists-new-tokens,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333629,2025-04-22T10:18:55,ecb-us-crypto-policies-risk,publish,https://coincu.com/ecb-us-crypto-policies-risk,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333625,2025-04-22T09:18:25,economists-condemn-2025-trump-tariffs,publish,https://coincu.com/economists-condemn-2025-trump-tariffs,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333618,2025-04-22T08:47:54,bitcoin-hedge-us-dollar,publish,https://coincu.com/bitcoin-hedge-us-dollar,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333613,2025-04-22T08:17:33,sec-crypto-etf-review-atkins,publish,https://coincu.com/sec-crypto-etf-review-atkins,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333604,2025-04-22T07:47:53,unichain-tvl-growth-analysis,publish,https://coincu.com/unichain-tvl-growth-analysis,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333587,2025-04-22T05:42:43,crypto-firms-support-trump-inauguration,publish,https://coincu.com/crypto-firms-support-trump-inauguration,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333582,2025-04-22T04:11:19,elon-musk-government-role-rumors,publish,https://coincu.com/elon-musk-government-role-rumors,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333579,2025-04-22T03:41:49,wazirx-awaits-court-approval-resume,publish,https://coincu.com/wazirx-awaits-court-approval-resume,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333576,2025-04-22T03:12:05,trump-inflation-interest-rate-cuts,publish,https://coincu.com/trump-inflation-interest-rate-cuts,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333568,2025-04-22T02:39:30,best-cryptos-to-buy-now-game-beyond-limits-aureal-ones-revolution-in-metaverse-scalability,publish,https://coincu.com/best-cryptos-to-buy-now-game-beyond-limits-aureal-ones-revolution-in-metaverse-scalability,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333563,2025-04-22T01:11:39,trump-retail-tariff-meeting,publish,https://coincu.com/trump-retail-tariff-meeting,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333594,2025-04-22T00:44:00,mantra-om-tokens-burn-begins,publish,https://coincu.com/mantra-om-tokens-burn-begins,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333560,2025-04-22T00:41:58,treasury-yield-spike-and-impact,publish,https://coincu.com/treasury-yield-spike-and-impact,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333497,2025-04-22T00:00:00,bdags-1-target-gathers-steam-sol-etf-debuts-in-canada-eth-forecast-remains-uncertain,publish,https://coincu.com/bdags-1-target-gathers-steam-sol-etf-debuts-in-canada-eth-forecast-remains-uncertain,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333554,2025-04-21T23:41:45,paul-atkins-sec-chairman-crypto-focus,publish,https://coincu.com/paul-atkins-sec-chairman-crypto-focus,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333552,2025-04-21T23:12:12,luce-token-price-spike-pope-death,publish,https://coincu.com/luce-token-price-spike-pope-death,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333486,2025-04-21T23:00:00,top-4-crypto-gems-to-watch-in-2025-unstaked-near-polygon-more,publish,https://coincu.com/top-4-crypto-gems-to-watch-in-2025-unstaked-near-polygon-more,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333484,2025-04-21T23:00:00,cardano-holds-0-63-solana-targets-260-is-cwt-the-next-big-crypto-at-just-0-007,publish,https://coincu.com/cardano-holds-0-63-solana-targets-260-is-cwt-the-next-big-crypto-at-just-0-007,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333482,2025-04-21T23:00:00,top-crypto-projects-to-watch-in-2025-web3-ai-polkadot-sui-celestia,publish,https://coincu.com/top-crypto-projects-to-watch-in-2025-web3-ai-polkadot-sui-celestia,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333548,2025-04-21T22:41:59,musk-doge-exit-tesla-impact,publish,https://coincu.com/musk-doge-exit-tesla-impact,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333543,2025-04-21T21:42:02,500-million-usdt-aave-htx-transfer,publish,https://coincu.com/500-million-usdt-aave-htx-transfer,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333538,2025-04-21T20:12:39,circle-bitgo-bank-license-plans,publish,https://coincu.com/circle-bitgo-bank-license-plans,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333490,2025-04-21T20:00:00,sol-eth-bdag-bullish-altcoins-to-watch-heading-into-2025,publish,https://coincu.com/sol-eth-bdag-bullish-altcoins-to-watch-heading-into-2025,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333535,2025-04-21T19:42:04,crypto-laundering-unodc-report,publish,https://coincu.com/crypto-laundering-unodc-report,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333532,2025-04-21T19:12:01,trump-rate-cuts-impact-crypto,publish,https://coincu.com/trump-rate-cuts-impact-crypto,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333529,2025-04-21T18:41:35,market-reaction-s-and-p-crypto-tariffs,publish,https://coincu.com/market-reaction-s-and-p-crypto-tariffs,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333526,2025-04-21T18:11:44,trump-retail-giants-market-impact,publish,https://coincu.com/trump-retail-giants-market-impact,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333523,2025-04-21T17:42:10,us-march-lei-decline-economic-risks,publish,https://coincu.com/us-march-lei-decline-economic-risks,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333520,2025-04-21T17:12:21,trump-retailer-tariff-meeting,publish,https://coincu.com/trump-retailer-tariff-meeting,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333339,2025-04-21T16:42:31,how-suiplay0x1-differs-from-existing-gaming-handheld,publish,https://coincu.com/how-suiplay0x1-differs-from-existing-gaming-handheld,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333512,2025-04-21T16:41:52,us-crypto-expansion-banks,publish,https://coincu.com/us-crypto-expansion-banks,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333495,2025-04-21T16:13:02,crypto-donations-trump-inauguration-fund,publish,https://coincu.com/crypto-donations-trump-inauguration-fund,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333474,2025-04-21T15:42:29,galaxy-digital-sol-withdrawal,publish,https://coincu.com/galaxy-digital-sol-withdrawal,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333469,2025-04-21T15:12:48,powell-rate-cuts-expectations,publish,https://coincu.com/powell-rate-cuts-expectations,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333466,2025-04-21T14:41:33,nvidia-tesla-market-decline-2025,publish,https://coincu.com/nvidia-tesla-market-decline-2025,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333464,2025-04-21T13:41:59,paul-atkins-sec-chairman-swearing,publish,https://coincu.com/paul-atkins-sec-chairman-swearing,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333461,2025-04-21T13:12:15,federal-reserve-gullspie-tariff-impact-bitcoin-surge,publish,https://coincu.com/federal-reserve-gullspie-tariff-impact-bitcoin-surge,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333457,2025-04-21T12:46:44,gsr-leads-100m-private-placement-into-nasdaq-listed-upexi-inc-to-back-solana-based-treasury-strategy,publish,https://coincu.com/gsr-leads-100m-private-placement-into-nasdaq-listed-upexi-inc-to-back-solana-based-treasury-strategy,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333454,2025-04-21T12:41:43,bybit-1-4-billion-theft-investigation,publish,https://coincu.com/bybit-1-4-billion-theft-investigation,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333451,2025-04-21T12:12:04,gold-breaks-historic-3400-mark,publish,https://coincu.com/gold-breaks-historic-3400-mark,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333448,2025-04-21T11:41:49,whale-transfers-usdc-short-hype,publish,https://coincu.com/whale-transfers-usdc-short-hype,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333444,2025-04-21T11:22:04,mexc-ventures-launches-ignitex-a-30-million-initiative-to-foster-web3-talent-and-innovation,publish,https://coincu.com/mexc-ventures-launches-ignitex-a-30-million-initiative-to-foster-web3-talent-and-innovation,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333436,2025-04-21T10:42:03,france-rejects-encryption-backdoor-law,publish,https://coincu.com/france-rejects-encryption-backdoor-law,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333429,2025-04-21T10:12:31,trump-crypto-banking-integration,publish,https://coincu.com/trump-crypto-banking-integration,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333422,2025-04-21T09:11:25,gold-prices-historic-high,publish,https://coincu.com/gold-prices-historic-high,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333415,2025-04-21T08:42:12,tether-billion-usdt-tron-mint,publish,https://coincu.com/tether-billion-usdt-tron-mint,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333410,2025-04-21T08:11:35,circle-global-payments-network-launch,publish,https://coincu.com/circle-global-payments-network-launch,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333210,2025-04-21T08:00:13,bdags-mainnet-nears-while-sol-drops-update-ada-price-falls,publish,https://coincu.com/bdags-mainnet-nears-while-sol-drops-update-ada-price-falls,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333394,2025-04-21T07:41:53,funding-rates-rise-crypto-market-stability,publish,https://coincu.com/funding-rates-rise-crypto-market-stability,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333384,2025-04-21T07:11:22,crypto-whale-ethereum-swap-wbtc,publish,https://coincu.com/crypto-whale-ethereum-swap-wbtc,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333380,2025-04-21T06:41:43,bitget-voxelusdt-account-suspension,publish,https://coincu.com/bitget-voxelusdt-account-suspension,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333377,2025-04-21T06:11:30,pancakeswap-cake-token-economics-3-0,publish,https://coincu.com/pancakeswap-cake-token-economics-3-0,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333374,2025-04-21T05:41:12,saylor-bitcoin-purchase-hint,publish,https://coincu.com/saylor-bitcoin-purchase-hint,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333354,2025-04-21T04:41:36,solana-overtakes-ethereum-staked-value,publish,https://coincu.com/solana-overtakes-ethereum-staked-value,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333334,2025-04-21T04:12:11,eur-usd-surge-us-economy,publish,https://coincu.com/eur-usd-surge-us-economy,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333331,2025-04-21T03:41:34,zhao-changpeng-grok-tokens-transfer,publish,https://coincu.com/zhao-changpeng-grok-tokens-transfer,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333328,2025-04-21T03:11:13,binance-gateio-list-balance-token,publish,https://coincu.com/binance-gateio-list-balance-token,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333325,2025-04-21T02:41:58,planb-criticizes-ethereum-centralization,publish,https://coincu.com/planb-criticizes-ethereum-centralization,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333322,2025-04-21T02:11:27,us-tariff-task-force-rumor,publish,https://coincu.com/us-tariff-task-force-rumor,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333208,2025-04-21T02:00:00,shib-stuck-bdags-x1-miner-hits-1m-users,publish,https://coincu.com/shib-stuck-bdags-x1-miner-hits-1m-users,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333319,2025-04-21T01:41:27,trumps-threat-market-impact,publish,https://coincu.com/trumps-threat-market-impact,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333312,2025-04-21T01:11:44,gold-prices-historic-high-market-uncertainty,publish,https://coincu.com/gold-prices-historic-high-market-uncertainty,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333284,2025-04-21T00:11:31,trump-criticism-fed-chairmanship,publish,https://coincu.com/trump-criticism-fed-chairmanship,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333272,2025-04-20T23:40:42,trump-economic-control-comments,publish,https://coincu.com/trump-economic-control-comments,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333262,2025-04-20T23:10:59,binance-funding-rate-change-2025-2,publish,https://coincu.com/binance-funding-rate-change-2025-2,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333214,2025-04-20T23:00:00,hedera-and-ripple-price-predictions-show-strength-while-web3-ai-emerges-as-a-top-crypto-coin-to-buy-with-1747-upside,publish,https://coincu.com/hedera-and-ripple-price-predictions-show-strength-while-web3-ai-emerges-as-a-top-crypto-coin-to-buy-with-1747-upside,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333251,2025-04-20T22:41:23,balance-ept-token-launch,publish,https://coincu.com/balance-ept-token-launch,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333248,2025-04-20T22:11:00,bitget-suspends-accounts-voxelusdt-irregularities,publish,https://coincu.com/bitget-suspends-accounts-voxelusdt-irregularities,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333245,2025-04-20T21:41:17,solana-pumpswap-dex-volume-surge,publish,https://coincu.com/solana-pumpswap-dex-volume-surge,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333242,2025-04-20T21:11:18,major-token-unlocks-scr-alt-wal,publish,https://coincu.com/major-token-unlocks-scr-alt-wal,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333212,2025-04-20T21:00:00,uniswaps-new-update-sparks-growth-litecoin-maintains-key-support-and-web3-ai-rises-as-a-1747-best-long-term-crypto-investment,publish,https://coincu.com/uniswaps-new-update-sparks-growth-litecoin-maintains-key-support-and-web3-ai-rises-as-a-1747-best-long-term-crypto-investment,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333238,2025-04-20T20:40:56,kraken-restructuring-2026-ipo,publish,https://coincu.com/kraken-restructuring-2026-ipo,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333234,2025-04-20T18:11:29,ecb-digital-euro-2025-initiative,publish,https://coincu.com/ecb-digital-euro-2025-initiative,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333231,2025-04-20T17:42:25,cardano-exclusion-white-house-crypto,publish,https://coincu.com/cardano-exclusion-white-house-crypto,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333226,2025-04-20T16:41:56,cbbtc-supply-market-impact-2025,publish,https://coincu.com/cbbtc-supply-market-impact-2025,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333223,2025-04-20T16:11:00,michael-saylor-bitcoin-counterparty-risk,publish,https://coincu.com/michael-saylor-bitcoin-counterparty-risk,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333217,2025-04-20T15:41:23,federal-reserve-goolsbee-policy-independence,publish,https://coincu.com/federal-reserve-goolsbee-policy-independence,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333199,2025-04-20T15:11:05,canary-trx-staking-etf-application,publish,https://coincu.com/canary-trx-staking-etf-application,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333194,2025-04-20T14:41:28,hyperlane-multiple-network-token-testnet,publish,https://coincu.com/hyperlane-multiple-network-token-testnet,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333187,2025-04-20T14:11:36,phishing-google-vulnerability-ens-developer,publish,https://coincu.com/phishing-google-vulnerability-ens-developer,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333180,2025-04-20T13:41:53,bitcoin-key-levels-market-movement,publish,https://coincu.com/bitcoin-key-levels-market-movement,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333177,2025-04-20T13:11:57,major-token-unlocks-next-week,publish,https://coincu.com/major-token-unlocks-next-week,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333174,2025-04-20T12:41:28,michael-saylor-bitcoin-hint-strategy,publish,https://coincu.com/michael-saylor-bitcoin-hint-strategy,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333169,2025-04-20T11:11:00,monad-testnet-new-addresses,publish,https://coincu.com/monad-testnet-new-addresses,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
333167,2025-04-20T10:11:41,aptos-reduce-staking-yields,publish,https://coincu.com/aptos-reduce-staking-yields,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
